X,patient_id,source,target,ligand,receptor,cellchat_prob,cellphonedb_lr.mean,connectome_weight_sc,logfc_logfc_comb,natmi_prod_weight,sca_LRscore
627,A30 (398B),DC_A30,Epi-Intestine_A30,TNF,TNFRSF1A,0.227381,0.201511,0.38013,1.3411,0.068185,0.369785
628,A30 (398B),DC_A30,Epi-Intestine_A30,HLA-E,KLRC1,0.455726,1.0,0.418495,1.5389,0.231497,0.9155
629,A30 (398B),T-CD8_A30,ILC3_A30,CSF1,CSF1R,0.486805,0.967468,0.386943,1.3113,0.261846,0.501118
630,A30 (398B),T-CD8_A30,ILC3_A30,RPS19,C5AR1,0.531491,0.824669,0.519105,0.7582,0.336248,0.968776
631,A30 (398B),T-CD8_A30,ILC3_A30,EFNA1,EPHA2,0.178295,0.159137,0.09881,1.0166,0.048384,0.3539
632,A30 (398B),T-CD8_A30,ILC3_A30,C3,C3AR1,0.419621,0.636131,0.353245,1.1502,0.288244,0.639207
633,A30 (398B),T-CD8_A30,ILC3_A30,IGF1,IGF1R,0.320342,0.306622,0.266473,0.5082,0.129591,0.358372
634,A30 (398B),DC_A30,Stromal-Intestine_A30,EGF,EGFR,0.275115,0.380248,0.364117,0.4219,0.345111,0.185716
635,A30 (398B),DC_A30,Stromal-Intestine_A30,DLL1,NOTCH1,0.070196,0.491133,0.082938,1.206,0.318483,0.113906
636,A30 (398B),DC_A30,Stromal-Intestine_A30,LGALS9,MRC1,0.53427,0.696676,0.280732,0.9709,0.306322,0.272527
637,A30 (398B),DC_A30,Stromal-Intestine_A30,HLA-E,KLRC1,0.612323,0.862011,0.334975,1.2774,0.336739,0.845915
638,A30 (398B),DC_A30,Stromal-Intestine_A30,CXCL12,CXCR4,0.596752,1.0,0.126417,0.8864,0.205705,0.558259
639,A30 (398B),DC_A30,Stromal-Intestine_A30,CCL3,CCR1,0.513747,0.353858,0.230616,1.0227,0.293997,0.44822
640,A30 (398B),DC_A30,Stromal-Intestine_A30,AREG,EGFR,0.731103,1.0,0.254705,1.1536,0.257183,0.443428
